date,year,decade,home_team,away_team,home_team_code,away_team_code,home_score,away_score,match_result,matchday_name,round,type,match_attendance,stadium_country_code,stadium_capacity
1990-11-14,1990,1990,Cyprus,Norway,CYP,NOR,0.0,3.0,A,1,PRELIMINARY,GROUP_STAGE,2123.0,CYP,9000.0
1990-11-14,1990,1990,Bulgaria,Scotland,BUL,SCO,1.0,1.0,D,1,PRELIMINARY,GROUP_STAGE,40000.0,BUL,43230.0
1990-11-17,1990,1990,Albania,France,ALB,FRA,0.0,1.0,A,1,PRELIMINARY,GROUP_STAGE,12972.0,ALB,16147.0
1990-11-21,1990,1990,Netherlands,Greece,NED,GRE,2.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,25430.0,NED,48100.0
1990-11-25,1990,1990,Malta,Finland,MLT,FIN,1.0,1.0,D,1,PRELIMINARY,GROUP_STAGE,7200.0,MLT,16942.0
1990-12-05,1990,1990,Romania,San Marino,ROU,SMR,6.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,6380.0,ROU,0.0
1990-12-19,1990,1990,Malta,Netherlands,MLT,NED,0.0,8.0,A,1,PRELIMINARY,GROUP_STAGE,10254.0,MLT,16942.0
1990-12-19,1990,1990,Spain,Albania,ESP,ALB,9.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,12625.0,ESP,43883.0
1990-12-22,1990,1990,Cyprus,Italy,CYP,ITA,0.0,4.0,A,1,PRELIMINARY,GROUP_STAGE,9185.0,CYP,13000.0
1991-01-23,1991,1990,Greece,Portugal,GRE,POR,3.0,2.0,H,1,PRELIMINARY,GROUP_STAGE,20000.0,GRE,68224.0
1991-02-09,1991,1990,Malta,Portugal,MLT,POR,0.0,1.0,A,1,PRELIMINARY,GROUP_STAGE,3264.0,MLT,16942.0
1991-02-20,1991,1990,France,Spain,FRA,ESP,3.0,1.0,H,1,PRELIMINARY,GROUP_STAGE,44674.0,FRA,47926.0
1991-02-20,1991,1990,Portugal,Malta,POR,MLT,5.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,5303.0,POR,47327.0
1991-02-27,1991,1990,Belgium,Luxembourg,BEL,LUX,3.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,11105.0,BEL,20144.0
1991-03-13,1991,1990,Netherlands,Malta,NED,MLT,1.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,33383.0,NED,48100.0
1991-03-27,1991,1990,Scotland,Bulgaria,SCO,BUL,1.0,1.0,D,1,PRELIMINARY,GROUP_STAGE,29118.0,SCO,51824.0
1991-03-27,1991,1990,England,Republic of Ireland,ENG,IRL,1.0,1.0,D,1,PRELIMINARY,GROUP_STAGE,77753.0,ENG,78311.0
1991-03-27,1991,1990,Belgium,Wales,BEL,WAL,1.0,1.0,D,1,PRELIMINARY,GROUP_STAGE,18591.0,BEL,20144.0
1991-03-27,1991,1990,San Marino,Romania,SMR,ROU,1.0,3.0,A,1,PRELIMINARY,GROUP_STAGE,1500.0,SMR,4798.0
1991-03-27,1991,1990,Yugoslavia,Northern Ireland,YUG,NIR,4.0,1.0,H,1,PRELIMINARY,GROUP_STAGE,5086.0,SRB,49450.0
1991-03-30,1991,1990,France,Albania,FRA,ALB,5.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,25000.0,FRA,47926.0
1991-04-03,1991,1990,Switzerland,Romania,SUI,ROU,0.0,0.0,D,1,PRELIMINARY,GROUP_STAGE,15700.0,SUI,11997.0
1991-04-03,1991,1990,Cyprus,Hungary,CYP,HUN,0.0,2.0,A,1,PRELIMINARY,GROUP_STAGE,1900.0,CYP,13000.0
1991-04-17,1991,1990,Hungary,USSR,HUN,URS,0.0,1.0,A,1,PRELIMINARY,GROUP_STAGE,40000.0,HUN,25311.0
1991-04-17,1991,1990,Netherlands,Finland,NED,FIN,2.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,21426.0,NED,48100.0
1991-04-17,1991,1990,Poland,Türki̇ye,POL,TUR,3.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,1061.0,POL,30723.0
1991-05-01,1991,1990,Republic of Ireland,Poland,IRL,POL,0.0,0.0,D,1,PRELIMINARY,GROUP_STAGE,46000.0,IRL,23574.0
1991-05-01,1991,1990,Albania,Czechoslovakia,ALB,TCH,0.0,2.0,A,1,PRELIMINARY,GROUP_STAGE,4205.0,ALB,16147.0
1991-05-01,1991,1990,Bulgaria,Switzerland,BUL,SUI,2.0,3.0,A,1,PRELIMINARY,GROUP_STAGE,40000.0,BUL,43230.0
1991-05-01,1991,1990,Norway,Cyprus,NOR,CYP,3.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,5888.0,NOR,27184.0
1991-05-01,1991,1990,San Marino,Scotland,SMR,SCO,0.0,2.0,A,1,PRELIMINARY,GROUP_STAGE,2521.0,SMR,4798.0
1991-05-01,1991,1990,Yugoslavia,Denmark,YUG,DEN,1.0,2.0,A,1,PRELIMINARY,GROUP_STAGE,16477.0,SRB,49450.0
1991-05-01,1991,1990,Italy,Hungary,ITA,HUN,3.0,1.0,H,1,PRELIMINARY,GROUP_STAGE,35000.0,ITA,26500.0
1991-05-01,1991,1990,Northern Ireland,Faroe Islands,NIR,FRO,1.0,1.0,D,1,PRELIMINARY,GROUP_STAGE,7253.0,NIR,18434.0
1991-05-01,1991,1990,Türki̇ye,England,TUR,ENG,0.0,1.0,A,1,PRELIMINARY,GROUP_STAGE,20000.0,TUR,15153.0
1991-05-01,1991,1990,Germany,Belgium,GER,BEL,1.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,56000.0,GER,45000.0
1991-05-16,1991,1990,Finland,Malta,FIN,MLT,2.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,5150.0,FIN,36251.0
1991-05-16,1991,1990,Yugoslavia,Faroe Islands,YUG,FRO,7.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,6745.0,SRB,49450.0
1991-05-22,1991,1990,Austria,Faroe Islands,AUT,FRO,3.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,13000.0,AUT,5273.0
1991-05-22,1991,1990,San Marino,Bulgaria,SMR,BUL,0.0,3.0,A,1,PRELIMINARY,GROUP_STAGE,670.0,SMR,4798.0
1991-05-26,1991,1990,Albania,Iceland,ALB,ISL,1.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,5000.0,ALB,16147.0
1991-05-29,1991,1990,USSR,Cyprus,URS,CYP,4.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,14200.0,RUS,81015.0
1991-06-05,1991,1990,Norway,Italy,NOR,ITA,2.0,1.0,H,1,PRELIMINARY,GROUP_STAGE,27500.0,NOR,27184.0
1991-06-05,1991,1990,Finland,Netherlands,FIN,NED,1.0,1.0,D,1,PRELIMINARY,GROUP_STAGE,21207.0,FIN,36251.0
1991-06-05,1991,1990,Denmark,Austria,DEN,AUT,2.0,1.0,H,1,PRELIMINARY,GROUP_STAGE,12500.0,DEN,14014.0
1991-06-05,1991,1990,Wales,Germany,WAL,GER,1.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,37000.0,WAL,0.0
1991-06-05,1991,1990,Switzerland,San Marino,SUI,SMR,7.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,12000.0,SUI,3190.0
1991-06-05,1991,1990,Iceland,Czechoslovakia,ISL,TCH,0.0,1.0,A,1,PRELIMINARY,GROUP_STAGE,5102.0,ISL,9767.0
1991-08-28,1991,1990,Norway,USSR,NOR,URS,0.0,1.0,A,1,PRELIMINARY,GROUP_STAGE,24383.0,NOR,27184.0
1991-09-04,1991,1990,Czechoslovakia,France,TCH,FRA,1.0,2.0,A,1,PRELIMINARY,GROUP_STAGE,42820.0,SVK,29887.0
1991-09-11,1991,1990,Portugal,Finland,POR,FIN,1.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,6235.0,POR,47327.0
1991-09-11,1991,1990,Switzerland,Scotland,SUI,SCO,2.0,2.0,D,1,PRELIMINARY,GROUP_STAGE,47000.0,SUI,30173.0
1991-09-11,1991,1990,Luxembourg,Belgium,LUX,BEL,0.0,2.0,A,1,PRELIMINARY,GROUP_STAGE,7440.0,LUX,8022.0
1991-09-11,1991,1990,Faroe Islands,Northern Ireland,FRO,NIR,0.0,5.0,A,1,PRELIMINARY,GROUP_STAGE,1623.0,SWE,3700.0
1991-09-25,1991,1990,USSR,Hungary,URS,HUN,2.0,2.0,D,1,PRELIMINARY,GROUP_STAGE,34973.0,RUS,81015.0
1991-09-25,1991,1990,Iceland,Spain,ISL,ESP,2.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,3848.0,ISL,9767.0
1991-09-25,1991,1990,Faroe Islands,Denmark,FRO,DEN,0.0,4.0,A,1,PRELIMINARY,GROUP_STAGE,2578.0,SWE,3700.0
1991-10-09,1991,1990,Finland,Greece,FIN,GRE,1.0,1.0,D,1,PRELIMINARY,GROUP_STAGE,5255.0,FIN,36251.0
1991-10-09,1991,1990,Austria,Denmark,AUT,DEN,0.0,3.0,A,1,PRELIMINARY,GROUP_STAGE,9939.0,AUT,49898.0
1991-10-12,1991,1990,Spain,France,ESP,FRA,1.0,2.0,A,1,PRELIMINARY,GROUP_STAGE,9399.0,ESP,59268.0
1991-10-12,1991,1990,USSR,Italy,URS,ITA,0.0,0.0,D,1,PRELIMINARY,GROUP_STAGE,86486.0,RUS,81015.0
1991-10-16,1991,1990,Czechoslovakia,Albania,TCH,ALB,2.0,1.0,H,1,PRELIMINARY,GROUP_STAGE,2366.0,CZE,12483.0
1991-10-16,1991,1990,Bulgaria,San Marino,BUL,SMR,4.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,4820.0,BUL,43230.0
1991-10-16,1991,1990,Romania,Scotland,ROU,SCO,1.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,15850.0,ROU,28465.0
1991-10-16,1991,1990,Poland,Republic of Ireland,POL,IRL,3.0,3.0,D,1,PRELIMINARY,GROUP_STAGE,11400.0,POL,41609.0
1991-10-16,1991,1990,Faroe Islands,Yugoslavia,FRO,YUG,0.0,2.0,A,1,PRELIMINARY,GROUP_STAGE,2485.0,SWE,3700.0
1991-10-16,1991,1990,Netherlands,Portugal,NED,POR,1.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,47000.0,NED,48100.0
1991-10-16,1991,1990,Germany,Wales,GER,WAL,4.0,1.0,H,1,PRELIMINARY,GROUP_STAGE,47000.0,GER,43587.0
1991-10-16,1991,1990,Northern Ireland,Austria,NIR,AUT,2.0,1.0,H,1,PRELIMINARY,GROUP_STAGE,6854.0,NIR,18434.0
1991-10-16,1991,1990,England,Türki̇ye,ENG,TUR,1.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,50896.0,ENG,78311.0
1991-10-30,1991,1990,Greece,Finland,GRE,FIN,2.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,7111.0,GRE,68224.0
1991-10-30,1991,1990,Hungary,Norway,HUN,NOR,0.0,0.0,D,1,PRELIMINARY,GROUP_STAGE,8750.0,HUN,8940.0
1991-11-13,1991,1990,Wales,Luxembourg,WAL,LUX,1.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,23000.0,WAL,0.0
1991-11-13,1991,1990,Spain,Czechoslovakia,ESP,TCH,2.0,1.0,H,1,PRELIMINARY,GROUP_STAGE,8691.0,ESP,43883.0
1991-11-13,1991,1990,Romania,Switzerland,ROU,SUI,1.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,23000.0,ROU,28465.0
1991-11-13,1991,1990,Scotland,San Marino,SCO,SMR,4.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,35170.0,SCO,51824.0
1991-11-13,1991,1990,Austria,Yugoslavia,AUT,YUG,0.0,2.0,A,1,PRELIMINARY,GROUP_STAGE,7338.0,AUT,49898.0
1991-11-13,1991,1990,Türki̇ye,Republic of Ireland,TUR,IRL,1.0,3.0,A,1,PRELIMINARY,GROUP_STAGE,33601.0,TUR,32086.0
1991-11-13,1991,1990,Cyprus,USSR,CYP,URS,0.0,3.0,A,1,PRELIMINARY,GROUP_STAGE,3379.0,CYP,9199.0
1991-11-13,1991,1990,Italy,Norway,ITA,NOR,1.0,1.0,D,1,PRELIMINARY,GROUP_STAGE,21372.0,ITA,36348.0
1991-11-13,1991,1990,Poland,England,POL,ENG,1.0,1.0,D,1,PRELIMINARY,GROUP_STAGE,10300.0,POL,41609.0
1991-11-13,1991,1990,Denmark,Northern Ireland,DEN,NIR,2.0,1.0,H,1,PRELIMINARY,GROUP_STAGE,10800.0,DEN,14014.0
1991-11-20,1991,1990,Bulgaria,Romania,BUL,ROU,1.0,1.0,D,1,PRELIMINARY,GROUP_STAGE,20000.0,BUL,43230.0
1991-11-20,1991,1990,Belgium,Germany,BEL,GER,0.0,1.0,A,1,PRELIMINARY,GROUP_STAGE,16144.0,BEL,20144.0
1991-11-20,1991,1990,France,Iceland,FRA,ISL,3.0,1.0,H,1,PRELIMINARY,GROUP_STAGE,27393.0,FRA,47926.0
1991-11-20,1991,1990,Portugal,Greece,POR,GRE,1.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,2052.0,POR,71376.0
1991-12-04,1991,1990,Greece,Netherlands,GRE,NED,0.0,2.0,A,1,PRELIMINARY,GROUP_STAGE,25053.0,GRE,28172.0
1991-12-18,1991,1990,Albania,Spain,ALB,ESP,0.0,3.0,A,1,PRELIMINARY,GROUP_STAGE,,ALB,16147.0
1991-12-18,1991,1990,Germany,Luxembourg,GER,LUX,4.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,20395.0,GER,30210.0
1991-12-21,1991,1990,Italy,Cyprus,ITA,CYP,2.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,17732.0,ITA,0.0
1991-12-22,1991,1990,Malta,Greece,MLT,GRE,1.0,1.0,D,1,PRELIMINARY,GROUP_STAGE,6690.0,MLT,16942.0
1994-04-20,1994,1990,Northern Ireland,Liechtenstein,NIR,LIE,4.0,1.0,H,1,PRELIMINARY,GROUP_STAGE,7150.0,NIR,18434.0
1994-09-04,1994,1990,Estonia,Croatia,EST,CRO,0.0,2.0,A,1,PRELIMINARY,GROUP_STAGE,1250.0,EST,5000.0
1994-09-04,1994,1990,Israel,Poland,ISR,POL,2.0,1.0,H,1,PRELIMINARY,GROUP_STAGE,2000.0,ISR,11000.0
1994-09-06,1994,1990,Czechia,Malta,CZE,MLT,6.0,1.0,H,1,PRELIMINARY,GROUP_STAGE,10226.0,CZE,17372.0
1994-09-07,1994,1990,Iceland,Sweden,ISL,SWE,0.0,1.0,A,1,PRELIMINARY,GROUP_STAGE,14361.0,ISL,9767.0
1994-09-07,1994,1990,Northern Ireland,Portugal,NIR,POR,1.0,2.0,A,1,PRELIMINARY,GROUP_STAGE,6301.0,NIR,18434.0
1994-09-07,1994,1990,Wales,Albania,WAL,ALB,2.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,15791.0,WAL,0.0
1994-09-07,1994,1990,Slovakia,France,SVK,FRA,0.0,0.0,D,1,PRELIMINARY,GROUP_STAGE,14238.0,SVK,29887.0
1994-09-07,1994,1990,Luxembourg,Netherlands,LUX,NED,0.0,4.0,A,1,PRELIMINARY,GROUP_STAGE,8120.0,LUX,8022.0
1994-09-07,1994,1990,Slovenia,Italy,SVN,ITA,1.0,1.0,D,1,PRELIMINARY,GROUP_STAGE,5200.0,SVN,11709.0
1994-09-07,1994,1990,Belgium,Armenia,BEL,ARM,2.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,10980.0,BEL,20144.0
1994-09-07,1994,1990,Norway,Belarus,NOR,BLR,1.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,16739.0,NOR,27184.0
1994-09-07,1994,1990,Finland,Scotland,FIN,SCO,0.0,2.0,A,1,PRELIMINARY,GROUP_STAGE,12845.0,FIN,36251.0
1994-09-07,1994,1990,Latvia,Republic of Ireland,LVA,IRL,0.0,3.0,A,1,PRELIMINARY,GROUP_STAGE,2200.0,LVA,4041.0
1994-09-07,1994,1990,Cyprus,Spain,CYP,ESP,1.0,2.0,A,1,PRELIMINARY,GROUP_STAGE,5024.0,CYP,13000.0
1994-09-07,1994,1990,Faroe Islands,Greece,FRO,GRE,1.0,5.0,A,1,PRELIMINARY,GROUP_STAGE,2400.0,FRO,2000.0
1994-09-07,1994,1990,Ukraine,Lithuania,UKR,LTU,0.0,2.0,A,1,PRELIMINARY,GROUP_STAGE,25000.0,UKR,68000.0
1994-09-07,1994,1990,FYR Macedonia,Denmark,MKD,DEN,1.0,1.0,D,1,PRELIMINARY,GROUP_STAGE,20000.0,MKD,32483.0
1994-09-07,1994,1990,Romania,Azerbaijan,ROU,AZE,3.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,7000.0,ROU,28465.0
1994-09-07,1994,1990,Liechtenstein,Austria,LIE,AUT,0.0,4.0,A,1,PRELIMINARY,GROUP_STAGE,5800.0,LIE,500.0
1994-09-07,1994,1990,Georgia,Moldova,GEO,MDA,0.0,1.0,A,1,PRELIMINARY,GROUP_STAGE,40000.0,GEO,44000.0
1994-09-07,1994,1990,Hungary,Türki̇ye,HUN,TUR,2.0,2.0,D,1,PRELIMINARY,GROUP_STAGE,10000.0,HUN,25311.0
1994-10-08,1994,1990,France,Romania,FRA,ROU,0.0,0.0,D,1,PRELIMINARY,GROUP_STAGE,31144.0,FRA,42000.0
1994-10-08,1994,1990,Armenia,Cyprus,ARM,CYP,0.0,0.0,D,1,PRELIMINARY,GROUP_STAGE,6000.0,ARM,54208.0
1994-10-08,1994,1990,Estonia,Italy,EST,ITA,0.0,2.0,A,1,PRELIMINARY,GROUP_STAGE,3850.0,EST,5000.0
1994-10-09,1994,1990,Croatia,Lithuania,CRO,LTU,2.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,7515.0,CRO,25074.0
1994-10-09,1994,1990,Latvia,Portugal,LVA,POR,1.0,3.0,A,1,PRELIMINARY,GROUP_STAGE,1200.0,LVA,4041.0
1994-10-12,1994,1990,Denmark,Belgium,DEN,BEL,3.0,1.0,H,1,PRELIMINARY,GROUP_STAGE,40075.0,DEN,38052.0
1994-10-12,1994,1990,Scotland,Faroe Islands,SCO,FRO,5.0,1.0,H,1,PRELIMINARY,GROUP_STAGE,19885.0,SCO,51824.0
1994-10-12,1994,1990,Republic of Ireland,Liechtenstein,IRL,LIE,4.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,33000.0,IRL,23574.0
1994-10-12,1994,1990,Poland,Azerbaijan,POL,AZE,1.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,4600.0,POL,6400.0
1994-10-12,1994,1990,Switzerland,Sweden,SUI,SWE,4.0,2.0,H,1,PRELIMINARY,GROUP_STAGE,24000.0,SUI,30173.0
1994-10-12,1994,1990,Austria,Northern Ireland,AUT,NIR,1.0,2.0,A,1,PRELIMINARY,GROUP_STAGE,19742.0,AUT,49898.0
1994-10-12,1994,1990,Greece,Finland,GRE,FIN,4.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,7704.0,GRE,28172.0
1994-10-12,1994,1990,Norway,Netherlands,NOR,NED,1.0,1.0,D,1,PRELIMINARY,GROUP_STAGE,22243.0,NOR,27184.0
1994-10-12,1994,1990,FYR Macedonia,Spain,MKD,ESP,0.0,2.0,A,1,PRELIMINARY,GROUP_STAGE,21000.0,MKD,32483.0
1994-10-12,1994,1990,Malta,Czechia,MLT,CZE,0.0,0.0,D,1,PRELIMINARY,GROUP_STAGE,2193.0,MLT,16942.0
1994-10-12,1994,1990,Bulgaria,Georgia,BUL,GEO,2.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,45000.0,BUL,43230.0
1994-10-12,1994,1990,Moldova,Wales,MDA,WAL,3.0,2.0,H,1,PRELIMINARY,GROUP_STAGE,12000.0,MDA,7687.0
1994-10-12,1994,1990,Belarus,Luxembourg,BLR,LUX,2.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,6549.0,BLR,21491.0
1994-10-12,1994,1990,Ukraine,Slovenia,UKR,SVN,0.0,0.0,D,1,PRELIMINARY,GROUP_STAGE,15000.0,UKR,68000.0
1994-10-12,1994,1990,Russia,San Marino,RUS,SMR,4.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,5500.0,RUS,81015.0
1994-10-12,1994,1990,Israel,Slovakia,ISR,SVK,2.0,2.0,D,1,PRELIMINARY,GROUP_STAGE,8000.0,ISR,11000.0
1994-10-12,1994,1990,Türki̇ye,Iceland,TUR,ISL,5.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,11280.0,TUR,24098.0
1994-11-12,1994,1990,Romania,Slovakia,ROU,SVK,3.0,2.0,H,1,PRELIMINARY,GROUP_STAGE,10283.0,ROU,28465.0
1994-11-13,1994,1990,Ukraine,Estonia,UKR,EST,3.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,7000.0,UKR,68000.0
1994-11-13,1994,1990,Portugal,Austria,POR,AUT,1.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,22273.0,POR,47636.0
1994-11-15,1994,1990,Liechtenstein,Latvia,LIE,LVA,0.0,1.0,A,1,PRELIMINARY,GROUP_STAGE,1200.0,LIE,500.0
1994-11-16,1994,1990,Northern Ireland,Republic of Ireland,NIR,IRL,0.0,4.0,A,1,PRELIMINARY,GROUP_STAGE,10336.0,NIR,18434.0
1994-11-16,1994,1990,Italy,Croatia,ITA,CRO,1.0,2.0,A,1,PRELIMINARY,GROUP_STAGE,33570.0,ITA,36365.0
1994-11-16,1994,1990,Greece,San Marino,GRE,SMR,2.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,2128.0,GRE,68224.0
1994-11-16,1994,1990,Netherlands,Czechia,NED,CZE,0.0,0.0,D,1,PRELIMINARY,GROUP_STAGE,41195.0,NED,48100.0
1994-11-16,1994,1990,Scotland,Russia,SCO,RUS,1.0,1.0,D,1,PRELIMINARY,GROUP_STAGE,29254.0,SCO,51824.0
1994-11-16,1994,1990,Switzerland,Iceland,SUI,ISL,1.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,15800.0,SUI,15503.0
1994-11-16,1994,1990,Sweden,Hungary,SWE,HUN,2.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,27571.0,SWE,35572.0
1994-11-16,1994,1990,Bulgaria,Moldova,BUL,MDA,4.0,1.0,H,1,PRELIMINARY,GROUP_STAGE,36048.0,BUL,43230.0
1994-11-16,1994,1990,Belarus,Norway,BLR,NOR,0.0,4.0,A,1,PRELIMINARY,GROUP_STAGE,5711.0,BLR,21491.0
1994-11-16,1994,1990,Slovenia,Lithuania,SVN,LTU,1.0,2.0,A,1,PRELIMINARY,GROUP_STAGE,5000.0,SVN,11709.0
1994-11-16,1994,1990,Azerbaijan,Israel,AZE,ISR,0.0,2.0,A,1,PRELIMINARY,GROUP_STAGE,2863.0,TUR,24783.0
1994-11-16,1994,1990,Poland,France,POL,FRA,0.0,0.0,D,1,PRELIMINARY,GROUP_STAGE,15400.0,POL,24563.0
1994-11-16,1994,1990,Cyprus,Armenia,CYP,ARM,2.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,3254.0,CYP,13000.0
1994-11-16,1994,1990,Albania,Germany,ALB,GER,1.0,2.0,A,1,PRELIMINARY,GROUP_STAGE,18500.0,ALB,16147.0
1994-11-16,1994,1990,Georgia,Wales,GEO,WAL,5.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,45000.0,GEO,44000.0
1994-11-16,1994,1990,Finland,Faroe Islands,FIN,FRO,5.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,2420.0,FIN,36251.0
1994-11-16,1994,1990,Spain,Denmark,ESP,DEN,3.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,38000.0,ESP,59268.0
1994-11-16,1994,1990,Belgium,FYR Macedonia,BEL,MKD,1.0,1.0,D,1,PRELIMINARY,GROUP_STAGE,18934.0,BEL,20144.0
1994-12-13,1994,1990,Azerbaijan,France,AZE,FRA,0.0,2.0,A,1,PRELIMINARY,GROUP_STAGE,533.0,TUR,24783.0
1994-12-14,1994,1990,Albania,Georgia,ALB,GEO,0.0,1.0,A,1,PRELIMINARY,GROUP_STAGE,9700.0,ALB,16147.0
1994-12-14,1994,1990,Israel,Romania,ISR,ROU,1.0,1.0,D,1,PRELIMINARY,GROUP_STAGE,40000.0,ISR,11000.0
1994-12-14,1994,1990,Moldova,Germany,MDA,GER,0.0,3.0,A,1,PRELIMINARY,GROUP_STAGE,20000.0,MDA,7687.0
1994-12-14,1994,1990,Finland,San Marino,FIN,SMR,4.0,1.0,H,1,PRELIMINARY,GROUP_STAGE,3140.0,FIN,36251.0
1994-12-14,1994,1990,Türki̇ye,Switzerland,TUR,SUI,1.0,2.0,A,1,PRELIMINARY,GROUP_STAGE,22516.0,TUR,24098.0
1994-12-14,1994,1990,Malta,Norway,MLT,NOR,0.0,1.0,A,1,PRELIMINARY,GROUP_STAGE,4195.0,MLT,16942.0
1994-12-14,1994,1990,Netherlands,Luxembourg,NED,LUX,5.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,26000.0,NED,48100.0
1994-12-14,1994,1990,Wales,Bulgaria,WAL,BUL,0.0,3.0,A,1,PRELIMINARY,GROUP_STAGE,23206.0,WAL,0.0
1994-12-17,1994,1990,FYR Macedonia,Cyprus,MKD,CYP,3.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,7000.0,MKD,32483.0
1994-12-17,1994,1990,Belgium,Spain,BEL,ESP,1.0,4.0,A,1,PRELIMINARY,GROUP_STAGE,15074.0,BEL,20144.0
1994-12-18,1994,1990,Greece,Scotland,GRE,SCO,1.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,7976.0,GRE,68224.0
1994-12-18,1994,1990,Portugal,Liechtenstein,POR,LIE,8.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,22800.0,POR,71376.0
1994-12-18,1994,1990,Germany,Albania,GER,ALB,2.0,1.0,H,1,PRELIMINARY,GROUP_STAGE,20000.0,GER,47103.0
1995-02-22,1995,1990,Malta,Luxembourg,MLT,LUX,0.0,1.0,A,1,PRELIMINARY,GROUP_STAGE,7327.0,MLT,16942.0
1995-03-25,1995,1990,Croatia,Ukraine,CRO,UKR,4.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,11156.0,CRO,25074.0
1995-03-25,1995,1990,Italy,Estonia,ITA,EST,4.0,1.0,H,1,PRELIMINARY,GROUP_STAGE,35000.0,ITA,26500.0
1995-03-29,1995,1990,Türki̇ye,Sweden,TUR,SWE,2.0,1.0,H,1,PRELIMINARY,GROUP_STAGE,12562.0,TUR,32086.0
1995-03-29,1995,1990,Luxembourg,Norway,LUX,NOR,0.0,2.0,A,1,PRELIMINARY,GROUP_STAGE,3031.0,LUX,8022.0
1995-03-29,1995,1990,Slovenia,Estonia,SVN,EST,3.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,1850.0,SVN,11709.0
1995-03-29,1995,1990,Hungary,Switzerland,HUN,SUI,2.0,2.0,D,1,PRELIMINARY,GROUP_STAGE,10000.0,HUN,25311.0
1995-03-29,1995,1990,Slovakia,Azerbaijan,SVK,AZE,4.0,1.0,H,1,PRELIMINARY,GROUP_STAGE,13000.0,SVK,0.0
1995-03-29,1995,1990,Ukraine,Italy,UKR,ITA,0.0,2.0,A,1,PRELIMINARY,GROUP_STAGE,10000.0,UKR,68000.0
1995-03-29,1995,1990,Spain,Belgium,ESP,BEL,1.0,1.0,D,1,PRELIMINARY,GROUP_STAGE,25000.0,ESP,59268.0
1995-03-29,1995,1990,San Marino,Finland,SMR,FIN,0.0,2.0,A,1,PRELIMINARY,GROUP_STAGE,824.0,SMR,4798.0
1995-03-29,1995,1990,Netherlands,Malta,NED,MLT,4.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,34000.0,NED,48100.0
