date,year,decade,home_team,away_team,home_team_code,away_team_code,home_score,away_score,match_result,matchday_name,round,type,match_attendance,stadium_country_code,stadium_capacity
2003-06-11,2003,2000,Northern Ireland,Spain,NIR,ESP,0.0,0.0,D,1,PRELIMINARY,GROUP_STAGE,11365.0,NIR,18434.0
2003-06-11,2003,2000,Faroe Islands,Germany,FRO,GER,0.0,2.0,A,1,PRELIMINARY,GROUP_STAGE,6140.0,FRO,5098.0
2003-06-11,2003,2000,Austria,Belarus,AUT,BLR,5.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,8100.0,AUT,14932.0
2003-06-11,2003,2000,Republic of Ireland,Georgia,IRL,GEO,2.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,36000.0,IRL,23574.0
2003-06-11,2003,2000,Czechia,Moldova,CZE,MDA,5.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,12097.0,CZE,12483.0
2003-06-11,2003,2000,Switzerland,Albania,SUI,ALB,3.0,2.0,H,1,PRELIMINARY,GROUP_STAGE,26000.0,SUI,26000.0
2003-06-11,2003,2000,Türki̇ye,FYR Macedonia,TUR,MKD,3.0,2.0,H,1,PRELIMINARY,GROUP_STAGE,20900.0,TUR,32086.0
2003-06-11,2003,2000,Sweden,Poland,SWE,POL,3.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,35220.0,SWE,35572.0
2003-06-11,2003,2000,Luxembourg,Denmark,LUX,DEN,0.0,2.0,A,1,PRELIMINARY,GROUP_STAGE,6869.0,LUX,8022.0
2003-06-11,2003,2000,Finland,Italy,FIN,ITA,0.0,2.0,A,1,PRELIMINARY,GROUP_STAGE,36850.0,FIN,36251.0
2003-06-11,2003,2000,San Marino,Hungary,SMR,HUN,0.0,5.0,A,1,PRELIMINARY,GROUP_STAGE,1410.0,SMR,4798.0
2003-06-11,2003,2000,Greece,Ukraine,GRE,UKR,1.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,14314.0,GRE,15311.0
2003-06-11,2003,2000,Norway,Romania,NOR,ROU,1.0,1.0,D,1,PRELIMINARY,GROUP_STAGE,25000.0,NOR,27184.0
2003-06-11,2003,2000,Lithuania,Iceland,LTU,ISL,0.0,3.0,A,1,PRELIMINARY,GROUP_STAGE,6500.0,LTU,15174.0
2003-06-11,2003,2000,Estonia,Croatia,EST,CRO,0.0,1.0,A,1,PRELIMINARY,GROUP_STAGE,4000.0,EST,14336.0
2003-06-11,2003,2000,Azerbaijan,Serbia and Montenegro,AZE,SCG,2.0,1.0,H,1,PRELIMINARY,GROUP_STAGE,1500.0,AZE,5300.0
2003-08-20,2003,2000,Serbia and Montenegro,Wales,SCG,WAL,1.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,19752.0,SRB,49450.0
2003-08-20,2003,2000,Faroe Islands,Iceland,FRO,ISL,1.0,2.0,A,1,PRELIMINARY,GROUP_STAGE,3416.0,FRO,5098.0
2003-09-06,2003,2000,FYR Macedonia,England,MKD,ENG,1.0,2.0,A,1,PRELIMINARY,GROUP_STAGE,15000.0,MKD,32483.0
2003-09-06,2003,2000,Italy,Wales,ITA,WAL,4.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,69000.0,ITA,75725.0
2003-09-06,2003,2000,France,Cyprus,FRA,CYP,5.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,50132.0,FRA,81286.0
2003-09-06,2003,2000,Netherlands,Austria,NED,AUT,3.0,1.0,H,1,PRELIMINARY,GROUP_STAGE,45000.0,NED,48100.0
2003-09-06,2003,2000,Bosnia and Herzegovina,Norway,BIH,NOR,1.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,20000.0,BIH,13694.0
2003-09-06,2003,2000,Liechtenstein,Türki̇ye,LIE,TUR,0.0,3.0,A,1,PRELIMINARY,GROUP_STAGE,4200.0,LIE,5749.0
2003-09-06,2003,2000,Iceland,Germany,ISL,GER,0.0,0.0,D,1,PRELIMINARY,GROUP_STAGE,7065.0,ISL,9767.0
2003-09-06,2003,2000,Latvia,Poland,LVA,POL,0.0,2.0,A,1,PRELIMINARY,GROUP_STAGE,6500.0,LVA,6747.0
2003-09-06,2003,2000,Romania,Luxembourg,ROU,LUX,4.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,2457.0,ROU,4500.0
2003-09-06,2003,2000,Slovenia,Israel,SVN,ISR,3.0,1.0,H,1,PRELIMINARY,GROUP_STAGE,8500.0,SVN,8107.0
2003-09-06,2003,2000,Armenia,Greece,ARM,GRE,0.0,1.0,A,1,PRELIMINARY,GROUP_STAGE,12500.0,ARM,14527.0
2003-09-06,2003,2000,Scotland,Faroe Islands,SCO,FRO,3.0,1.0,H,1,PRELIMINARY,GROUP_STAGE,40901.0,SCO,51824.0
2003-09-06,2003,2000,Andorra,Croatia,AND,CRO,0.0,3.0,A,1,PRELIMINARY,GROUP_STAGE,900.0,AND,1288.0
2003-09-06,2003,2000,Azerbaijan,Finland,AZE,FIN,1.0,2.0,A,1,PRELIMINARY,GROUP_STAGE,6500.0,AZE,5300.0
2003-09-06,2003,2000,Ukraine,Northern Ireland,UKR,NIR,0.0,0.0,D,1,PRELIMINARY,GROUP_STAGE,25700.0,UKR,16826.0
2003-09-06,2003,2000,Sweden,San Marino,SWE,SMR,5.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,31098.0,SWE,39705.0
2003-09-06,2003,2000,Republic of Ireland,Russia,IRL,RUS,1.0,1.0,D,1,PRELIMINARY,GROUP_STAGE,36000.0,IRL,23574.0
2003-09-06,2003,2000,Georgia,Albania,GEO,ALB,3.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,3200.0,GEO,44000.0
2003-09-06,2003,2000,Belarus,Czechia,BLR,CZE,1.0,3.0,A,1,PRELIMINARY,GROUP_STAGE,7500.0,BLR,21491.0
2003-09-06,2003,2000,Bulgaria,Estonia,BUL,EST,2.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,25138.0,BUL,43230.0
2003-09-10,2003,2000,Czechia,Netherlands,CZE,NED,3.0,1.0,H,1,PRELIMINARY,GROUP_STAGE,18356.0,CZE,18349.0
2003-09-10,2003,2000,Spain,Ukraine,ESP,UKR,2.0,1.0,H,1,PRELIMINARY,GROUP_STAGE,33847.0,ESP,33298.0
2003-09-10,2003,2000,England,Liechtenstein,ENG,LIE,2.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,64931.0,ENG,73924.0
2003-09-10,2003,2000,Northern Ireland,Armenia,NIR,ARM,0.0,1.0,A,1,PRELIMINARY,GROUP_STAGE,8616.0,NIR,18434.0
2003-09-10,2003,2000,Serbia and Montenegro,Italy,SCG,ITA,1.0,1.0,D,1,PRELIMINARY,GROUP_STAGE,25631.0,SRB,49450.0
2003-09-10,2003,2000,Wales,Finland,WAL,FIN,1.0,1.0,D,1,PRELIMINARY,GROUP_STAGE,73500.0,WAL,74260.0
2003-09-10,2003,2000,Germany,Scotland,GER,SCO,2.0,1.0,H,1,PRELIMINARY,GROUP_STAGE,67000.0,GER,81365.0
2003-09-10,2003,2000,Slovenia,France,SVN,FRA,0.0,2.0,A,1,PRELIMINARY,GROUP_STAGE,8500.0,SVN,8107.0
2003-09-10,2003,2000,Slovakia,FYR Macedonia,SVK,MKD,1.0,1.0,D,1,PRELIMINARY,GROUP_STAGE,2500.0,SVK,11200.0
2003-09-10,2003,2000,Belgium,Croatia,BEL,CRO,2.0,1.0,H,1,PRELIMINARY,GROUP_STAGE,35682.0,BEL,48693.0
2003-09-10,2003,2000,Poland,Sweden,POL,SWE,0.0,2.0,A,1,PRELIMINARY,GROUP_STAGE,18500.0,POL,54374.0
2003-09-10,2003,2000,Luxembourg,Bosnia and Herzegovina,LUX,BIH,0.0,1.0,A,1,PRELIMINARY,GROUP_STAGE,3425.0,LUX,8022.0
2003-09-10,2003,2000,Albania,Georgia,ALB,GEO,3.0,1.0,H,1,PRELIMINARY,GROUP_STAGE,1200.0,ALB,16147.0
2003-09-10,2003,2000,Latvia,Hungary,LVA,HUN,3.0,1.0,H,1,PRELIMINARY,GROUP_STAGE,5500.0,LVA,6747.0
2003-09-10,2003,2000,Faroe Islands,Lithuania,FRO,LTU,1.0,3.0,A,1,PRELIMINARY,GROUP_STAGE,2175.0,FRO,2000.0
2003-09-10,2003,2000,Denmark,Romania,DEN,ROU,2.0,2.0,D,1,PRELIMINARY,GROUP_STAGE,42049.0,DEN,38052.0
2003-09-10,2003,2000,Moldova,Belarus,MDA,BLR,2.0,1.0,H,1,PRELIMINARY,GROUP_STAGE,5500.0,MDA,12798.0
2003-09-10,2003,2000,Russia,Switzerland,RUS,SUI,4.0,1.0,H,1,PRELIMINARY,GROUP_STAGE,30000.0,RUS,27320.0
2003-09-10,2003,2000,Andorra,Bulgaria,AND,BUL,0.0,3.0,A,1,PRELIMINARY,GROUP_STAGE,900.0,AND,1288.0
2003-09-10,2003,2000,Israel,Malta,ISR,MLT,2.0,2.0,D,1,PRELIMINARY,GROUP_STAGE,250.0,TUR,8018.0
2003-10-11,2003,2000,Türki̇ye,England,TUR,ENG,0.0,0.0,D,1,PRELIMINARY,GROUP_STAGE,42000.0,TUR,47740.0
2003-10-11,2003,2000,Liechtenstein,Slovakia,LIE,SVK,0.0,2.0,A,1,PRELIMINARY,GROUP_STAGE,955.0,LIE,5749.0
2003-10-11,2003,2000,Croatia,Bulgaria,CRO,BUL,1.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,31363.0,CRO,25074.0
2003-10-11,2003,2000,Belgium,Estonia,BEL,EST,2.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,22408.0,BEL,27221.0
2003-10-11,2003,2000,Wales,Serbia and Montenegro,WAL,SCG,2.0,3.0,A,1,PRELIMINARY,GROUP_STAGE,72514.0,WAL,74260.0
2003-10-11,2003,2000,France,Israel,FRA,ISR,3.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,57009.0,FRA,81286.0
2003-10-11,2003,2000,Italy,Azerbaijan,ITA,AZE,4.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,22100.0,ITA,27380.0
2003-10-11,2003,2000,Cyprus,Slovenia,CYP,SVN,2.0,2.0,D,1,PRELIMINARY,GROUP_STAGE,242.0,CYP,13000.0
2003-10-11,2003,2000,Netherlands,Moldova,NED,MDA,5.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,27500.0,NED,35000.0
2003-10-11,2003,2000,Armenia,Spain,ARM,ESP,0.0,4.0,A,1,PRELIMINARY,GROUP_STAGE,15000.0,ARM,14527.0
2003-10-11,2003,2000,Sweden,Latvia,SWE,LVA,0.0,1.0,A,1,PRELIMINARY,GROUP_STAGE,32095.0,SWE,35572.0
2003-10-11,2003,2000,Bosnia and Herzegovina,Denmark,BIH,DEN,1.0,1.0,D,1,PRELIMINARY,GROUP_STAGE,32000.0,BIH,34700.0
2003-10-11,2003,2000,Norway,Luxembourg,NOR,LUX,1.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,22255.0,NOR,27184.0
2003-10-11,2003,2000,Switzerland,Republic of Ireland,SUI,IRL,2.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,31006.0,SUI,36000.0
2003-10-11,2003,2000,Russia,Georgia,RUS,GEO,3.0,1.0,H,1,PRELIMINARY,GROUP_STAGE,30000.0,RUS,27320.0
2003-10-11,2003,2000,Austria,Czechia,AUT,CZE,2.0,3.0,A,1,PRELIMINARY,GROUP_STAGE,32300.0,AUT,49898.0
2003-10-11,2003,2000,Germany,Iceland,GER,ISL,3.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,50780.0,GER,51831.0
2003-10-11,2003,2000,Scotland,Lithuania,SCO,LTU,1.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,50343.0,SCO,51824.0
2003-10-11,2003,2000,Hungary,Poland,HUN,POL,1.0,2.0,A,1,PRELIMINARY,GROUP_STAGE,13800.0,HUN,25311.0
2003-10-11,2003,2000,Greece,Northern Ireland,GRE,NIR,1.0,0.0,H,1,PRELIMINARY,GROUP_STAGE,14585.0,GRE,15311.0
2003-11-15,2003,2000,Spain,Norway,ESP,NOR,2.0,1.0,H,1,FINAL_TOURNAMENT_PLAY_OFF,FIRST_LEG,45648.0,ESP,49448.0
2003-11-15,2003,2000,Latvia,Türki̇ye,LVA,TUR,1.0,0.0,H,1,FINAL_TOURNAMENT_PLAY_OFF,FIRST_LEG,8800.0,LVA,6747.0
2003-11-15,2003,2000,Scotland,Netherlands,SCO,NED,1.0,0.0,H,1,FINAL_TOURNAMENT_PLAY_OFF,FIRST_LEG,52063.0,SCO,51824.0
2003-11-15,2003,2000,Russia,Wales,RUS,WAL,0.0,0.0,D,1,FINAL_TOURNAMENT_PLAY_OFF,FIRST_LEG,28500.0,RUS,27320.0
2003-11-15,2003,2000,Croatia,Slovenia,CRO,SVN,1.0,1.0,D,1,FINAL_TOURNAMENT_PLAY_OFF,FIRST_LEG,34657.0,CRO,25074.0
2003-11-19,2003,2000,Wales,Russia,WAL,RUS,0.0,1.0,A,2,FINAL_TOURNAMENT_PLAY_OFF,SECOND_LEG,73062.0,WAL,74260.0
2003-11-19,2003,2000,Slovenia,Croatia,SVN,CRO,0.0,1.0,A,2,FINAL_TOURNAMENT_PLAY_OFF,SECOND_LEG,8500.0,SVN,8107.0
2003-11-19,2003,2000,Türki̇ye,Latvia,TUR,LVA,2.0,2.0,D,2,FINAL_TOURNAMENT_PLAY_OFF,SECOND_LEG,17500.0,TUR,32086.0
2003-11-19,2003,2000,Norway,Spain,NOR,ESP,0.0,3.0,A,2,FINAL_TOURNAMENT_PLAY_OFF,SECOND_LEG,25106.0,NOR,27184.0
2003-11-19,2003,2000,Netherlands,Scotland,NED,SCO,6.0,0.0,H,2,FINAL_TOURNAMENT_PLAY_OFF,SECOND_LEG,49656.0,NED,53338.0
2006-08-16,2006,2000,Faroe Islands,Georgia,FRO,GEO,0.0,6.0,A,MD1,QUALIFYING,GROUP_STAGE,2114.0,FRO,2000.0
2006-08-16,2006,2000,Belgium,Kazakhstan,BEL,KAZ,0.0,0.0,D,MD1,QUALIFYING,GROUP_STAGE,15495.0,BEL,20144.0
2006-08-16,2006,2000,Estonia,FYR Macedonia,EST,MKD,0.0,1.0,A,MD1,QUALIFYING,GROUP_STAGE,7500.0,EST,14336.0
2006-09-02,2006,2000,Poland,Finland,POL,FIN,1.0,3.0,A,MD2,QUALIFYING,GROUP_STAGE,13000.0,POL,20559.0
2006-09-02,2006,2000,Spain,Liechtenstein,ESP,LIE,4.0,0.0,H,MD2,QUALIFYING,GROUP_STAGE,13876.0,ESP,14293.0
2006-09-02,2006,2000,Italy,Lithuania,ITA,LTU,1.0,1.0,D,MD2,QUALIFYING,GROUP_STAGE,43440.0,ITA,54726.0
2006-09-02,2006,2000,Germany,Republic of Ireland,GER,IRL,1.0,0.0,H,MD2,QUALIFYING,GROUP_STAGE,53198.0,GER,54697.0
2006-09-02,2006,2000,Estonia,Israel,EST,ISR,0.0,1.0,A,MD2,QUALIFYING,GROUP_STAGE,7800.0,EST,14336.0
2006-09-02,2006,2000,Luxembourg,Netherlands,LUX,NED,0.0,1.0,A,MD2,QUALIFYING,GROUP_STAGE,8055.0,LUX,8022.0
2006-09-02,2006,2000,Moldova,Greece,MDA,GRE,0.0,1.0,A,MD2,QUALIFYING,GROUP_STAGE,10500.0,MDA,10104.0
2006-09-02,2006,2000,Serbia,Azerbaijan,SRB,AZE,1.0,0.0,H,MD2,QUALIFYING,GROUP_STAGE,,SRB,49450.0
2006-09-02,2006,2000,Czechia,Wales,CZE,WAL,2.0,1.0,H,MD2,QUALIFYING,GROUP_STAGE,16200.0,CZE,18221.0
2006-09-02,2006,2000,Slovakia,Cyprus,SVK,CYP,6.0,1.0,H,MD2,QUALIFYING,GROUP_STAGE,4723.0,SVK,29887.0
2006-09-02,2006,2000,Latvia,Sweden,LVA,SWE,0.0,1.0,A,MD2,QUALIFYING,GROUP_STAGE,7500.0,LVA,6747.0
2006-09-02,2006,2000,Romania,Bulgaria,ROU,BUL,2.0,2.0,D,MD2,QUALIFYING,GROUP_STAGE,12620.0,ROU,15376.0
2006-09-02,2006,2000,Malta,Bosnia and Herzegovina,MLT,BIH,2.0,5.0,A,MD2,QUALIFYING,GROUP_STAGE,2000.0,MLT,16942.0
2006-09-02,2006,2000,Belarus,Albania,BLR,ALB,2.0,2.0,D,MD2,QUALIFYING,GROUP_STAGE,23000.0,BLR,21491.0
2006-09-02,2006,2000,England,Andorra,ENG,AND,5.0,0.0,H,MD2,QUALIFYING,GROUP_STAGE,56290.0,ENG,73924.0
2006-09-02,2006,2000,Georgia,France,GEO,FRA,0.0,3.0,A,MD2,QUALIFYING,GROUP_STAGE,54000.0,GEO,44000.0
2006-09-02,2006,2000,Scotland,Faroe Islands,SCO,FRO,6.0,0.0,H,MD2,QUALIFYING,GROUP_STAGE,50059.0,SCO,56172.0
2006-09-02,2006,2000,Northern Ireland,Iceland,NIR,ISL,0.0,3.0,A,MD2,QUALIFYING,GROUP_STAGE,13522.0,NIR,18434.0
2006-09-02,2006,2000,Hungary,Norway,HUN,NOR,1.0,4.0,A,MD2,QUALIFYING,GROUP_STAGE,12283.0,HUN,10717.0
2006-09-06,2006,2000,Netherlands,Belarus,NED,BLR,3.0,0.0,H,MD3,QUALIFYING,GROUP_STAGE,30089.0,NED,35000.0
2006-09-06,2006,2000,Slovakia,Czechia,SVK,CZE,0.0,3.0,A,MD3,QUALIFYING,GROUP_STAGE,27684.0,SVK,29887.0
2006-09-06,2006,2000,Bosnia and Herzegovina,Hungary,BIH,HUN,1.0,3.0,A,MD3,QUALIFYING,GROUP_STAGE,11800.0,BIH,13694.0
2006-09-06,2006,2000,Poland,Serbia,POL,SRB,1.0,1.0,D,MD3,QUALIFYING,GROUP_STAGE,4918.0,POL,30723.0
2006-09-06,2006,2000,Bulgaria,Slovenia,BUL,SVN,3.0,0.0,H,MD3,QUALIFYING,GROUP_STAGE,14491.0,BUL,43230.0
2006-09-06,2006,2000,FYR Macedonia,England,MKD,ENG,0.0,1.0,A,MD3,QUALIFYING,GROUP_STAGE,15000.0,MKD,32483.0
2006-09-06,2006,2000,France,Italy,FRA,ITA,3.0,1.0,H,MD3,QUALIFYING,GROUP_STAGE,78831.0,FRA,81286.0
2006-09-06,2006,2000,Northern Ireland,Spain,NIR,ESP,3.0,2.0,H,MD3,QUALIFYING,GROUP_STAGE,13885.0,NIR,18434.0
2006-09-06,2006,2000,Iceland,Denmark,ISL,DEN,0.0,2.0,A,MD3,QUALIFYING,GROUP_STAGE,10007.0,ISL,9767.0
2006-09-06,2006,2000,San Marino,Germany,SMR,GER,0.0,13.0,A,MD3,QUALIFYING,GROUP_STAGE,5090.0,SMR,4798.0
2006-09-06,2006,2000,Türki̇ye,Malta,TUR,MLT,2.0,0.0,H,MD3,QUALIFYING,GROUP_STAGE,,GER,49474.0
2006-09-06,2006,2000,Armenia,Belgium,ARM,BEL,0.0,1.0,A,MD3,QUALIFYING,GROUP_STAGE,4122.0,ARM,14527.0
2006-09-06,2006,2000,Sweden,Liechtenstein,SWE,LIE,3.0,1.0,H,MD3,QUALIFYING,GROUP_STAGE,17735.0,SWE,39705.0
2006-09-06,2006,2000,Israel,Andorra,ISR,AND,4.0,1.0,H,MD3,QUALIFYING,GROUP_STAGE,400.0,NED,12000.0
2006-09-06,2006,2000,Norway,Moldova,NOR,MDA,2.0,0.0,H,MD3,QUALIFYING,GROUP_STAGE,23848.0,NOR,27184.0
2006-09-06,2006,2000,Finland,Portugal,FIN,POR,1.0,1.0,D,MD3,QUALIFYING,GROUP_STAGE,38010.0,FIN,36251.0
2006-09-06,2006,2000,Lithuania,Scotland,LTU,SCO,1.0,2.0,A,MD3,QUALIFYING,GROUP_STAGE,8000.0,LTU,15174.0
2006-09-06,2006,2000,Ukraine,Georgia,UKR,GEO,3.0,2.0,H,MD3,QUALIFYING,GROUP_STAGE,35000.0,UKR,68000.0
2006-09-06,2006,2000,Russia,Croatia,RUS,CRO,0.0,0.0,D,MD3,QUALIFYING,GROUP_STAGE,27500.0,RUS,27320.0
2006-09-06,2006,2000,Azerbaijan,Kazakhstan,AZE,KAZ,1.0,1.0,D,MD3,QUALIFYING,GROUP_STAGE,8500.0,AZE,31200.0
2006-09-06,2006,2000,Albania,Romania,ALB,ROU,0.0,2.0,A,MD3,QUALIFYING,GROUP_STAGE,12000.0,ALB,16147.0
2006-10-07,2006,2000,Sweden,Spain,SWE,ESP,2.0,0.0,H,MD4,QUALIFYING,GROUP_STAGE,33056.0,SWE,35572.0
2006-10-07,2006,2000,Serbia,Belgium,SRB,BEL,1.0,0.0,H,MD4,QUALIFYING,GROUP_STAGE,16901.0,SRB,49450.0
2006-10-07,2006,2000,Latvia,Iceland,LVA,ISL,4.0,0.0,H,MD4,QUALIFYING,GROUP_STAGE,6800.0,LVA,6747.0
2006-10-07,2006,2000,Croatia,Andorra,CRO,AND,7.0,0.0,H,MD4,QUALIFYING,GROUP_STAGE,17618.0,CRO,25074.0
2006-10-07,2006,2000,Denmark,Northern Ireland,DEN,NIR,0.0,0.0,D,MD4,QUALIFYING,GROUP_STAGE,41482.0,DEN,38052.0
2006-10-07,2006,2000,Italy,Ukraine,ITA,UKR,2.0,0.0,H,MD4,QUALIFYING,GROUP_STAGE,49149.0,ITA,69689.0
2006-10-07,2006,2000,Greece,Norway,GRE,NOR,1.0,0.0,H,MD4,QUALIFYING,GROUP_STAGE,21189.0,GRE,32115.0
2006-10-07,2006,2000,Portugal,Azerbaijan,POR,AZE,3.0,0.0,H,MD4,QUALIFYING,GROUP_STAGE,14000.0,POR,26324.0
2006-10-07,2006,2000,Bulgaria,Netherlands,BUL,NED,1.0,1.0,D,MD4,QUALIFYING,GROUP_STAGE,30547.0,BUL,43230.0
2006-10-07,2006,2000,Slovenia,Luxembourg,SVN,LUX,2.0,0.0,H,MD4,QUALIFYING,GROUP_STAGE,3800.0,SVN,13059.0
2006-10-07,2006,2000,Hungary,Türki̇ye,HUN,TUR,0.0,1.0,A,MD4,QUALIFYING,GROUP_STAGE,6800.0,HUN,25311.0
2006-10-07,2006,2000,Cyprus,Republic of Ireland,CYP,IRL,5.0,2.0,H,MD4,QUALIFYING,GROUP_STAGE,5000.0,CYP,22709.0
2006-10-07,2006,2000,Wales,Slovakia,WAL,SVK,1.0,5.0,A,MD4,QUALIFYING,GROUP_STAGE,28415.0,WAL,74260.0
2006-10-07,2006,2000,Scotland,France,SCO,FRA,1.0,0.0,H,MD4,QUALIFYING,GROUP_STAGE,50456.0,SCO,51824.0
2006-10-07,2006,2000,England,FYR Macedonia,ENG,MKD,0.0,0.0,D,MD4,QUALIFYING,GROUP_STAGE,72062.0,ENG,73924.0
2006-10-07,2006,2000,Moldova,Bosnia and Herzegovina,MDA,BIH,2.0,2.0,D,MD4,QUALIFYING,GROUP_STAGE,7114.0,MDA,10104.0
2006-10-07,2006,2000,Armenia,Finland,ARM,FIN,0.0,0.0,D,MD4,QUALIFYING,GROUP_STAGE,2800.0,ARM,14527.0
2006-10-07,2006,2000,Czechia,San Marino,CZE,SMR,7.0,0.0,H,MD4,QUALIFYING,GROUP_STAGE,9514.0,CZE,9700.0
2006-10-07,2006,2000,Russia,Israel,RUS,ISR,1.0,1.0,D,MD4,QUALIFYING,GROUP_STAGE,22000.0,RUS,36540.0
2006-10-07,2006,2000,Kazakhstan,Poland,KAZ,POL,0.0,1.0,A,MD4,QUALIFYING,GROUP_STAGE,22000.0,KAZ,23804.0
2006-10-07,2006,2000,Faroe Islands,Lithuania,FRO,LTU,0.0,1.0,A,MD4,QUALIFYING,GROUP_STAGE,1982.0,FRO,5098.0
2006-10-07,2006,2000,Romania,Belarus,ROU,BLR,3.0,1.0,H,MD4,QUALIFYING,GROUP_STAGE,12000.0,ROU,28465.0
2006-10-11,2006,2000,Republic of Ireland,Czechia,IRL,CZE,1.0,1.0,D,MD5,QUALIFYING,GROUP_STAGE,35500.0,IRL,23574.0
2006-10-11,2006,2000,Netherlands,Albania,NED,ALB,2.0,1.0,H,MD5,QUALIFYING,GROUP_STAGE,40085.0,NED,53338.0
2006-10-11,2006,2000,Poland,Portugal,POL,POR,2.0,1.0,H,MD5,QUALIFYING,GROUP_STAGE,38199.0,POL,54374.0
2006-10-11,2006,2000,Slovakia,Germany,SVK,GER,1.0,4.0,A,MD5,QUALIFYING,GROUP_STAGE,27580.0,SVK,29887.0
2006-10-11,2006,2000,Bosnia and Herzegovina,Greece,BIH,GRE,0.0,4.0,A,MD5,QUALIFYING,GROUP_STAGE,8000.0,BIH,13694.0
2006-10-11,2006,2000,Wales,Cyprus,WAL,CYP,3.0,1.0,H,MD5,QUALIFYING,GROUP_STAGE,20456.0,WAL,74260.0
2006-10-11,2006,2000,Northern Ireland,Latvia,NIR,LVA,1.0,0.0,H,MD5,QUALIFYING,GROUP_STAGE,13500.0,NIR,18434.0
2006-10-11,2006,2000,France,Faroe Islands,FRA,FRO,5.0,0.0,H,MD5,QUALIFYING,GROUP_STAGE,19314.0,FRA,20002.0
2006-10-11,2006,2000,Belgium,Azerbaijan,BEL,AZE,3.0,0.0,H,MD5,QUALIFYING,GROUP_STAGE,11917.0,BEL,20144.0
2006-10-11,2006,2000,Serbia,Armenia,SRB,ARM,3.0,0.0,H,MD5,QUALIFYING,GROUP_STAGE,10987.0,SRB,49450.0
2006-10-11,2006,2000,Liechtenstein,Denmark,LIE,DEN,0.0,4.0,A,MD5,QUALIFYING,GROUP_STAGE,2665.0,LIE,5749.0
2006-10-11,2006,2000,Andorra,FYR Macedonia,AND,MKD,0.0,3.0,A,MD5,QUALIFYING,GROUP_STAGE,300.0,AND,1288.0
2006-10-11,2006,2000,Luxembourg,Bulgaria,LUX,BUL,0.0,1.0,A,MD5,QUALIFYING,GROUP_STAGE,3156.0,LUX,8022.0
2006-10-11,2006,2000,Belarus,Slovenia,BLR,SVN,4.0,2.0,H,MD5,QUALIFYING,GROUP_STAGE,21150.0,BLR,21491.0
2006-10-11,2006,2000,Kazakhstan,Finland,KAZ,FIN,0.0,2.0,A,MD5,QUALIFYING,GROUP_STAGE,17863.0,KAZ,23804.0
2006-10-11,2006,2000,Croatia,England,CRO,ENG,2.0,0.0,H,MD5,QUALIFYING,GROUP_STAGE,31991.0,CRO,25074.0
2006-10-11,2006,2000,Russia,Estonia,RUS,EST,2.0,0.0,H,MD5,QUALIFYING,GROUP_STAGE,21517.0,RUS,20758.0
2006-10-11,2006,2000,Georgia,Italy,GEO,ITA,1.0,3.0,A,MD5,QUALIFYING,GROUP_STAGE,48000.0,GEO,44000.0
2006-10-11,2006,2000,Malta,Hungary,MLT,HUN,2.0,1.0,H,MD5,QUALIFYING,GROUP_STAGE,3600.0,MLT,16942.0
2006-10-11,2006,2000,Türki̇ye,Moldova,TUR,MDA,5.0,0.0,H,MD5,QUALIFYING,GROUP_STAGE,,GER,49474.0
2006-10-11,2006,2000,Iceland,Sweden,ISL,SWE,1.0,2.0,A,MD5,QUALIFYING,GROUP_STAGE,8725.0,ISL,9767.0
2006-10-11,2006,2000,Ukraine,Scotland,UKR,SCO,2.0,0.0,H,MD5,QUALIFYING,GROUP_STAGE,50000.0,UKR,68000.0
2006-11-15,2006,2000,Portugal,Kazakhstan,POR,KAZ,3.0,0.0,H,MD6,QUALIFYING,GROUP_STAGE,29500.0,POR,29622.0
2006-11-15,2006,2000,FYR Macedonia,Russia,MKD,RUS,0.0,2.0,A,MD6,QUALIFYING,GROUP_STAGE,13000.0,MKD,32483.0
2006-11-15,2006,2000,Finland,Armenia,FIN,ARM,1.0,0.0,H,MD6,QUALIFYING,GROUP_STAGE,9445.0,FIN,10164.0
